n,case,eps,rc to prev,rc to 1
5,T = 0,0.1,0.03302378413965625,-0.16127658150406582
6,T = 0,0.1,-0.013527988616540296,-0.17262282236190457
7,T = 0,0.1,0.003860778267325284,-0.1694285025355985
8,T = 0,0.1,-0.0005638675892781125,-0.16989683488359686
9,T = 0,0.1,-0.00013114681491056688,-0.17000570026974907
10,T = 0,0.1,0.00018687840657790215,-0.16985059225754673
2,T = 0,0.15,-0.37546888616759594,-0.37546888616759594
3,T = 0,0.15,0.3834737905871229,-0.13597757260668597
4,T = 0,0.15,-0.17271797590915663,-0.2852097774061754
5,T = 0,0.15,0.18989858051768863,-0.14947212876768545
6,T = 0,0.15,-0.10130240222390002,-0.23563264528189884
7,T = 0,0.15,0.04760184883214504,-0.1992473460103812
8,T = 0,0.15,-0.009992969973013101,-0.20724924323751
9,T = 0,0.15,-0.003519518274516529,-0.2100393440130724
10,T = 0,0.15,0.007548316501387336,-0.2040764709580395
2,sig = 0,0.05,-14.448177041883728,-14.448177041883728
3,sig = 0,0.05,0.1278157345220003,-16.167065668473995
4,sig = 0,0.05,-0.04848813902328782,-15.431642879765693
5,sig = 0,0.05,0.0032833130009198275,-15.47902648045746
6,sig = 0,0.05,0.0006281409829807607,-15.4881213503835
7,sig = 0,0.05,-9.957898667264929e-05,-15.486678637940638
8,sig = 0,0.05,-9.558422778999681e-06,-15.486540168141554
9,sig = 0,0.05,3.988572283167078e-06,-15.486597948754147
10,sig = 0,0.05,-2.526345377694877e-07,-15.48659428893917
2,sig = 0,0.1,-28.896354083767456,-28.896354083767456
3,sig = 0,0.1,0.2464678533157089,-35.771908590128525
4,sig = 0,0.1,-0.16919929184838203,-29.88852628046211
5,sig = 0,0.1,0.026243554403154252,-30.646663891530366
6,sig = 0,0.1,0.009816815770506039,-30.937699729163636
7,sig = 0,0.1,-0.0030841914101095665,-30.84536613282051
8,sig = 0,0.1,-0.0005938655335657797,-30.827641998537576
9,sig = 0,0.1,0.000495910364787753,-30.842433835361827
10,sig = 0,0.1,-6.279063157614911e-05,-30.840560010093537
2,sig = 0,0.15,-43.34453112565118,-43.34453112565118
3,sig = 0,0.15,0.3653363782304607,-58.81452876496359
4,sig = 0,0.15,-0.3434502662098565,-38.95811346983945
5,sig = 0,0.15,0.10111334060589429,-42.796185125872505
6,sig = 0,0.15,0.052876916526517465,-45.00623851790014
7,sig = 0,0.15,-0.023899733452975847,-43.954501147054245
8,sig = 0,0.15,-0.0070500981855924376,-43.65166769645437
9,sig = 0,0.15,0.008888247979707371,-44.03076629568853
10,sig = 0,0.15,-0.001674061244920952,-43.95873015749366
2,ps = ms,0.05,-0.1966318806292606,-0.1966318806292606
3,ps = ms,0.05,0.022447305677274612,-0.17859843088236835
4,ps = ms,0.05,-0.002270754860055986,-0.18046363248749983
5,ps = ms,0.05,0.0017499791160106842,-0.1790294609595417
6,ps = ms,0.05,-0.0004852464105053176,-0.1794278339667417
7,ps = ms,0.05,6.941956901495621e-05,-0.17937087020063
8,ps = ms,0.05,-3.6379046315424716e-06,-0.17937385557114208
9,ps = ms,0.05,-8.61053194016059e-07,-0.17937456217390482
10,ps = ms,0.05,3.903060879629277e-07,-0.17937424187880052
2,ps = ms,0.1,-0.3932637612585211,-0.3932637612585211
3,ps = ms,0.1,0.11888823245038385,-0.32112996227095253
4,ps = ms,0.1,-0.0219800727853112,-0.33605157511200395
5,ps = ms,0.1,0.034561034543009066,-0.3131048306646735
6,ps = ms,0.1,-0.01855877985390032,-0.32585276689507536
7,ps = ms,0.1,0.005407840976161383,-0.32220708586392477
8,ps = ms,0.1,-0.0005637819717182932,-0.3225892132894731
9,ps = ms,0.1,-0.0002670319262809732,-0.3227701035967319
10,ps = ms,0.1,0.00024214981393241928,-0.3226061125033284
2,ps = ms,0.15,-0.5898956418877815,-0.5898956418877815
3,ps = ms,0.15,0.3957554815294555,-0.42759459416575224
4,ps = ms,0.15,-0.08798037688891362,-0.4779550375043009
5,ps = ms,0.15,0.22252469061142877,-0.3617871437396905
6,ps = ms,0.15,-0.15168080648963042,-0.4585917844893048
7,ps = ms,0.15,0.07670106272081599,-0.41706519899385397
8,ps = ms,0.15,-0.011200232510885807,-0.42359420430380973
9,ps = ms,0.15,-0.00804298076266014,-0.42823022503008
10,ps = ms,0.15,0.011026061212041064,-0.4219258564920667
2,ps = ms T = 0,0.05,-0.1252113796096799,-0.1252113796096799
3,ps = ms T = 0,0.05,0.03047306985288215,-0.09855388487401927
4,ps = ms T = 0,0.05,-0.006146545983723008,-0.10409466487248957
5,ps = ms T = 0,0.05,0.0018742545927575194,-0.10241551018345087
6,ps = ms T = 0,0.05,-0.00039602465270754695,-0.10277097576930615
7,ps = ms T = 0,0.05,5.5870812082395184e-05,-0.10272084685509848
8,ps = ms T = 0,0.05,-4.120745563578252e-06,-0.1027245443141881
9,ps = ms T = 0,0.05,-4.70912539870825e-07,-0.1027249668524519
10,ps = ms T = 0,0.05,3.3895883841672415e-07,-0.10272466271314892
2,ps = ms T = 0,0.1,-0.25042275921935986,-0.25042275921935986
3,ps = ms T = 0,0.1,0.1422534905563488,-0.14379278027671707
4,ps = ms T = 0,0.1,-0.05177045809318107,-0.18811902026448038
5,ps = ms T = 0,0.1,0.03309164236532852,-0.16125254523986005
6,ps = ms T = 0,0.1,-0.013561768423635759,-0.17262744398723096
7,ps = ms T = 0,0.1,0.0038776370886164564,-0.16941919347793244
8,ps = ms T = 0,0.1,-0.000569811822963052,-0.1698924682414149
9,ps = ms T = 0,0.1,-0.00013030817262741433,-0.17000063803696264
10,ps = ms T = 0,0.1,0.000187613786618169,-0.16984491871377408
2,ps = ms T = 0,0.15,-0.37563413882903973,-0.37563413882903973
3,ps = ms T = 0,0.15,0.3842578006603302,-0.1357166862080935
4,ps = ms T = 0,0.15,-0.17309261624217911,-0.28531774616679484
5,ps = ms T = 0,0.15,0.19031048984725876,-0.14930621635465463
6,ps = ms T = 0,0.15,-0.1015384607522404,-0.2356843537175024
7,ps = ms T = 0,0.15,0.04781267874761193,-0.19914037526002396
8,ps = ms T = 0,0.15,-0.010097079162672284,-0.20722671828921152
9,ps = ms T = 0,0.15,-0.0034969311064474086,-0.20999899183838638
10,ps = ms T = 0,0.15,0.007577678814486449,-0.20401261793541717
