n,case,eps,rc to prev,rc to 1
2,sig = 0,0.05,-0.11403442533047031,-0.11403442533047031
3,sig = 0,0.05,-0.0026355983728003412,-0.11636947475742644
4,sig = 0,0.05,0.0015528232393567363,-0.11499735274282477
5,sig = 0,0.05,0.0033694742310086973,-0.11201535912851725
6,sig = 0,0.05,-0.0003605261184614313,-0.11233550078434401
7,sig = 0,0.05,-0.0005311036307757389,-0.11280694262278816
8,sig = 0,0.05,0.0002649190424849606,-0.11257190828752849
9,sig = 0,0.05,-5.0693513147955576e-05,-0.11261689513516358
10,sig = 0,0.05,-2.9248468917630665e-06,-0.11261949059487965
2,sig = 0,0.1,-0.3503830046915276,-0.3503830046915276
3,sig = 0,0.1,-0.022088984447431688,-0.36473238439768374
4,sig = 0,0.1,0.026546242739591018,-0.34786841606930347
5,sig = 0,0.1,0.11240057061379032,-0.2745684539202183
6,sig = 0,0.1,-0.02169565601134713,-0.29030716720374494
7,sig = 0,0.1,-0.06531527127730921,-0.3366609471013944
8,sig = 0,0.1,0.06967592984548011,-0.2904421817878639
9,sig = 0,0.1,-0.024935311398392467,-0.3081352269401475
10,sig = 0,0.1,-0.0029508021657681906,-0.31017678301091123
2,sig = 0,0.15,-0.6399828909958402,-0.6399828909958402
3,sig = 0,0.15,-0.10920099061782987,-0.6792971159384616
4,sig = 0,0.15,0.21610497342309162,-0.6099916277016341
5,sig = 0,0.15,1.1585877405847669,-0.15813270883132777
6,sig = 0,0.15,-0.17286853639241323,-0.30366507529230174
7,sig = 0,0.15,-0.9233122617420999,-0.9465996495541816
8,sig = 0,0.15,18.0072385580207,0.014993200005578562
9,sig = 0,0.15,-0.5440058849853421,-0.5371690740175604
10,sig = 0,0.15,-0.20648777545306748,-0.6327380023345578
2,ps = ms,0.05,-0.4202888797959638,-0.4202888797959638
3,ps = ms,0.05,0.0780834165054322,-0.3750230549442414
4,ps = ms,0.05,-0.017792045389204206,-0.3861426731178796
5,ps = ms,0.05,0.017304199202281975,-0.3755203636517311
6,ps = ms,0.05,-0.002386739744192098,-0.3770108340192421
7,ps = ms,0.05,-0.0017490114109292101,-0.3781004491794277
8,ps = ms,0.05,0.001008260230375896,-0.3774734125950467
9,ps = ms,0.05,-0.0002386055864553853,-0.3776219509165185
10,ps = ms,0.05,1.4593905383960565e-05,-0.37761286799015714
2,ps = ms,0.1,-1.011606409197108,-1.011606409197108
3,ps = ms,0.1,-18.77440702859235,-0.793702958790206
4,ps = ms,0.1,-0.5189440532896746,-0.9007595815372835
5,ps = ms,0.1,2.061028621112344,-0.6962222387144591
6,ps = ms,0.1,-0.18895179605349743,-0.7536215923104725
7,ps = ms,0.1,-0.3406309801058246,-0.8375457107986688
8,ps = ms,0.1,0.5945732207949285,-0.7409547408362824
9,ps = ms,0.1,-0.17665930024402646,-0.7867174950516773
10,ps = ms,0.1,0.02624062643335733,-0.7811208285145577
2,ps = ms,0.15,-1.6278107734840896,-1.6278107734840896
3,ps = ms,0.15,-0.83775870341803,-1.101856833898188
4,ps = ms,0.15,3.8053817469301214,-1.4894609704144466
5,ps = ms,0.15,-2.269450247028482,-0.3786536501965801
6,ps = ms,0.15,-0.7525418084605141,-0.8462427559579849
7,ps = ms,0.15,-6.669600848364282,-1.871742201262763
8,ps = ms,0.15,-2.030899146353202,-0.1013217088781567
9,ps = ms,0.15,-1.400035549236401,-1.3595032637757567
10,ps = ms,0.15,-0.6420206730431761,-1.128694736405227
2,ps = ms T = 0,0.05,-0.7094998578504483,-0.7094998578504483
3,ps = ms T = 0,0.05,0.3141655300241429,-0.6182347267199457
4,ps = ms T = 0,0.05,-0.05955544348577483,-0.6409709268776074
5,ps = ms T = 0,0.05,0.04852407521130355,-0.6235493731303717
6,ps = ms T = 0,0.05,-0.006483649344165029,-0.6259901469903855
7,ps = ms T = 0,0.05,-0.004455384792206103,-0.6276565048016198
8,ps = ms T = 0,0.05,0.002592379118703584,-0.6266912492996825
9,ps = ms T = 0,0.05,-0.0006119607241559438,-0.6269196995930947
10,ps = ms T = 0,0.05,3.6879036650898256e-05,-0.6269059407510224
2,ps = ms T = 0,0.1,-1.4189997157008967,-1.4189997157008967
3,ps = ms T = 0,0.1,-0.871266759480595,-1.0539391911788858
4,ps = ms T = 0,0.1,3.3721232611380536,-1.2358287924401794
5,ps = ms T = 0,0.1,-1.1819797619770118,-0.95708393248441
6,ps = ms T = 0,0.1,-1.8199422277464619,-1.0351886960048504
7,ps = ms T = 0,0.1,3.030714747266978,-1.1418355959238453
8,ps = ms T = 0,0.1,-0.8710980021850636,-1.0182828916758557
9,ps = ms T = 0,0.1,3.1987978789366562,-1.0767661667894115
10,ps = ms T = 0,0.1,-0.09176604011522886,-1.069721639648322
2,ps = ms T = 0,0.15,-2.1284995735513443,-2.1284995735513443
3,ps = ms T = 0,0.15,-0.7278568813186642,-1.3071133933768204
4,ps = ms T = 0,0.15,1.9988623664603684,-1.9209907976336853
5,ps = ms T = 0,0.15,-1.532204075384638,-0.5098449441076042
6,ps = ms T = 0,0.15,-1.2100416814093822,-1.1029529920909484
7,ps = ms T = 0,0.15,11.799315587804076,-2.317727836480747
8,ps = ms T = 0,0.15,-1.602010463993088,-0.20671405374361726
9,ps = ms T = 0,0.15,-1.8894351805318144,-1.7055764288218969
10,ps = ms T = 0,0.15,-0.3838213373482788,-1.4347611403100538
